STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,FREQ,,MEASURE,,UNIT_MEASURE,,AGE,,SEX,,SOCIO_ECON_STATUS,,DEATH_CAUSE,,CALC_METHODOLOGY,,GESTATION_THRESHOLD,,HEALTH_STATUS,,DISEASE,,CANCER_SITE,,TIME_PERIOD,,OBS_VALUE,,DECIMALS,,OBS_STATUS,,OBS_STATUS2,,OBS_STATUS3,,UNIT_MULT,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2017,,77.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2016,,77.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2015,,77,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2015,,82.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2023,,81.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2022,,81.2,,,,P,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2021,,81,,,,P,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2020,,80.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2019,,80.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2018,,80.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2017,,80.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2016,,80,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2015,,79.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2023,,78.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2022,,78.5,,,,P,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2021,,78.3,,,,P,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2020,,78.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2023,,84.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2022,,84,,,,P,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2021,,83.8,,,,P,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CHL,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2020,,83.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2020,,76.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2019,,76.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2018,,76.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2019,,73.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2018,,73.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2017,,72.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2016,,72.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2015,,72.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2017,,75.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2016,,75.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2015,,75.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2022,,80.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2021,,80,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2020,,80,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2019,,79.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2018,,79.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2017,,79.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2016,,79.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2015,,78.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2022,,73.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2021,,73.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2020,,73.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,COL,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2022,,76.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2018,,82.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2017,,82.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2016,,82.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2019,,80.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2018,,80.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2017,,80.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2016,,80,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2015,,79.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2015,,82.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2023,,78.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2022,,78.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2021,,78.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2020,,78.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2019,,77.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2018,,77.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2017,,77.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2016,,77.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2015,,77.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2023,,81,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2022,,80.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2021,,80.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2020,,80.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2023,,83.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2022,,83.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2021,,83.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CRI,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2020,,83.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2018,,82,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2017,,82,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2016,,82.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2019,,76.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2018,,76.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2017,,76.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2016,,76.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2015,,75.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2015,,81.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2023,,80,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2022,,79,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2021,,77.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2020,,78.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2019,,79.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2018,,79.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2017,,79.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2016,,79.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,_T,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2015,,78.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2023,,77,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2022,,76.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2021,,74.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2020,,75.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2023,,82.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2022,,81.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2021,,80.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,CZE,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2020,,81.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,DNK,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2018,,82.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,DNK,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2017,,83.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,DNK,,A,,LFEXP,,Y,,Y0,,F,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2016,,82.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,DNK,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2019,,79.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,DNK,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2018,,79.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),,I,DNK,,A,,LFEXP,,Y,,Y0,,M,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,_Z,,2017,,79.2,,,,,,,,,,,
